OpenAI;;; 1.5448017120361328;;; Hello, can you tell me how long this transcription takes?
OpenAI;;; 2.1545820236206055;;; Not sure that I have learned anything from this, but I do really like this anime and it's probably now my favorite romance anime.
OpenAI;;; 2.064854145050049;;; One of the great things here is that it is just 12 episodes with a well rounded ending that concludes the story of...
OpenAI;;; 1.4865059852600098;;; The derangement of the curse.
OpenAI;;; 2.1936466693878174;;; And then overpowering the version of stabbing a sword through your chest, which might actually be easier through the curse.
OpenAI;;; 1.987457036972046;;; I want to have this determination and this piercing clarity that makes...
OpenAI;;; 2.5509841442108154;;; that shows you what to do. Even as you are in states of mind where you are distressed to the point of madness.
OpenAI;;; 3.0375139713287354;;; And as he does so, he only talks about how grateful he is that he found something that is worth serving.
OpenAI;;; 2.788036823272705;;; It's somewhat unclear, she probably didn't predict this exactly, though she probably knew that using it is dangerous, based on that it came close to killing her in the past.
OpenAI;;; 3.203544855117798;;; This is a somewhat unrealistic plot point. It seems unlikely that you figure out a plan where every piece falls into place exactly like here, such that everything works out in the end. However it seems that this is something that generally you can work towards. What you need to do is optimize for getting as many opportunities as possible for steering the world into the right directions. And if you have enough junctions that you bias towards the better path, they will sum up such that you manage to get to the good outcome.
OpenAI;;; 2.5609569549560547;;; Plans with many parts are unrealistic if they require you to have all of the separate steps succeed. However, if you can decompose the problem such that there are many different paths to success and many places where you slightly steer towards a particular outcome.
OpenAI;;; 2.7471139430999756;;; These plans could be completely different, or it could just be that for achieving one particular step of a plan, you have many different ways to achieve it, that you are all doing at the same time or in sequence, such that the probability that you will actually succeed at this step is very high, even if each individual step will probably fail.
OpenAI;;; 3.959594964981079;;; Actually, here is one thing that I have learned. Very often in anime, or really any kind of storytelling, there are often moments when a character needs to do some sort of important, immediate decision. They have some great task that they need to surmount. And if they can just bring together the willpower to act the right way, to make the difficult choice, in that moment, they will succeed. That is their challenge. New paragraph. However, in reality, it is not actually that easy. In reality, you need to continuously bring yourself to do the right things. And that normally would include moving yourself in a direction such that the right things become easier to do.
OpenAI;;; 2.6793229579925537;;; This kind of gradual improvement that is necessary in real life is not displayed as much in storytelling or anime in particular.
OpenAI;;; 2.6835811138153076;;; There is often a sense that the hero becomes stronger and that they need to improve in order to surmount some task. New paragraph. I am not sure if there is a trope that is related to the gradual change in the hero.
OpenAI;;; 2.216287136077881;;; Maybe I'm kind of wrong about this. Tsuyoku naritai is a concept that exists after all. And that seems very much related to what I'm pointing at.
OpenAI;;; 2.6377921104431152;;; 私の日本語はよくうちわれません。
OpenAI;;; 2.522212028503418;;; kapybara
OpenAI;;; 1.365217924118042;;; パンは美味しかった。
OpenAI;;; 1.4232709407806396;;; 初音ミクは大好きですよ
OpenAI;;; 1.624936819076538;;; Vespaはかっこいいよ
OpenAI;;; 3.038335084915161;;; ウィスパーは日本語をわかります。
OpenAI;;; 2.3451316356658936;;; WISPA kann außerdem auch einfach Deutsch übersetzen. Zu bemerken ist hier, dass ich überhaupt nichts einstelle, sondern einfach genau das selbe Programm für alles benutze.
OpenAI;;; 2.1505000591278076;;; Of course, I can also speak English. I think using Whisper is probably good for speeding up writing.
OpenAI;;; 1.7232329845428467;;; No español, no español.
OpenAI;;; 1.349189281463623;;; Водка, водка.
OpenAI;;; 2.268277168273926;;; Check, check, check.
OpenAI;;; 22.764119863510132;;; Hello, hello.
OpenAI;;; 1.310978651046753;;; Can you give me a test?
OpenAI;;; 2.362959146499634;;; Tensei shitara slime dataken wa idasu yo.
OpenAI;;; 1.7739851474761963;;; 転生したらスライムだったけんはいいですよ
OpenAI;;; 1.3586409091949463;;; Водка, водка!
OpenAI;;; 1.8208987712860107;;; Tensei shitara sulaimotataken wa ii desu yo.
OpenAI;;; 2.009171962738037;;; 転生したらスライム叩けんはいいですよ
OpenAI;;; 2.819181203842163;;; I haven't made the plan precise yet, though if I want to go to the TOG I might need to stay one day longer because of the flight, depending on the times available. Would this be okay?
OpenAI;;; 1.9572029113769531;;; Let's discuss your experiment.
OpenAI;;; 3.6150200366973877;;; Also as a side note I am now using whisper which is way better speech to text.
OpenAI;;; 2.8985540866851807;;; I know it's very roughly I think
